Days,Qo,Qw
1233,0.00,0.00
1236,910.00,3067.00
1237,398.00,1087.00
1238,263.00,931.00
1239,472.00,1282.00
1240,0.00,0.00
1242,188.00,605.00
1243,922.00,2399.00
1244,0.00,0.00
1245,787.00,2350.00
1246,1080.00,2762.00
1248,0.00,0.00
1249,0.00,0.00
1250,109.00,171.00
1251,547.00,1516.00
1252,0.00,0.00
1253,0.00,0.00
1255,1207.00,2857.00
1256,1347.00,3199.00
1257,402.00,830.00
1258,0.00,0.00
1259,0.00,0.00
1260,924.00,2282.00
1261,1197.00,2637.00
1262,0.00,0.00
1263,231.00,603.00
1264,1364.00,3110.00
1265,114.00,200.00
1266,0.00,0.00
1267,0.00,0.00
1268,0.00,0.00
1269,0.00,0.00
1270,383.00,842.00
1271,1456.00,3092.00
1272,1290.00,3686.00
1273,1497.00,3291.00
1274,1472.00,3338.00
1275,1450.00,3377.00
1276,1490.00,3541.00
1277,1485.00,3625.00
1278,1464.00,3652.00
1279,1439.00,3666.00
1280,1419.00,3681.00
1281,1406.00,3715.00
1282,1384.00,3719.00
1283,1364.00,3725.00
1284,1354.00,3743.00
1285,1346.00,3764.00
1286,1333.00,3773.00
1287,1321.00,3784.00
1288,1311.00,3797.00
1289,1305.00,3810.00
1290,1286.00,3817.00
1291,1216.00,3758.00
1292,941.00,3115.00
1293,1199.00,3771.00
1294,1205.00,3786.00
1295,1197.00,3751.00
1296,1186.00,3699.00
1297,1181.00,3689.00
1298,1173.00,3681.00
1299,1154.00,3633.00
1300,1151.00,3632.00
1301,1150.00,3630.00
1302,1147.00,3631.00
1303,1143.00,3630.00
1304,1143.00,3747.00
1305,1126.00,3720.00
1306,1115.00,3679.00
1307,1108.00,3690.00
1308,1104.00,3693.00
1309,1105.00,3694.00
1310,337.00,2667.00
1311,1065.00,4692.00
1312,1086.00,4181.00
1313,966.00,3869.00
1314,955.00,3745.00
1315,957.00,3892.00
1316,962.00,3669.00
1317,955.00,3679.00
1318,934.00,3650.00
1319,904.00,3568.00
1320,886.00,3498.00
1321,873.00,3453.00
1322,869.00,3446.00
1323,868.00,3451.00
1324,866.00,3454.00
1325,973.00,3820.00
1326,955.00,3805.00
1327,969.00,3872.00
1328,965.00,3849.00
1329,970.00,3879.00
1330,975.00,3917.00
1331,971.00,3923.00
1332,969.00,3931.00
1333,967.00,3929.00
1334,441.00,1520.00
1335,352.00,1909.00
1336,938.00,4099.00
1337,967.00,4272.00
1338,943.00,4112.00
1339,959.00,4147.00
1340,968.00,4148.00
1341,654.00,2902.00
1342,608.00,2337.00
1346,0.00,0.00
1347,0.00,0.00
1348,0.00,0.00
1349,0.00,0.00
1350,0.00,0.00
1351,0.00,0.00
1353,0.00,0.00
1354,0.00,0.00
1355,0.00,0.00
1356,0.00,0.00
1357,0.00,0.00
1358,0.00,0.00
1359,0.00,0.00
1360,0.00,0.00
1361,0.00,0.00
1362,0.00,0.00
1363,223.00,704.00
1364,1147.00,3990.00
1365,1174.00,4017.00
1366,1176.00,3965.00
1367,1187.00,3967.00
1368,1209.00,3948.00
1369,595.00,1642.00
1370,535.00,2013.00
1371,1220.00,4012.00
1372,1219.00,4034.00
1373,1205.00,4035.00
1374,1183.00,4021.00
1375,1176.00,4032.00
1376,1164.00,4046.00
1377,1151.00,4055.00
1378,1139.00,4064.00
1379,1128.00,4067.00
1380,1116.00,4083.00
1381,1103.00,4094.00
1382,1050.00,3985.00
1386,688.00,2998.00
1390,780.00,3088.00
1393,551.00,2143.00
1394,68.00,244.00
1395,761.00,2864.00
1396,602.00,2035.00
1398,0.00,0.00
1399,1143.00,4020.00
1400,1055.00,3661.00
1401,0.00,0.00
1403,1096.00,3868.00
1404,1057.00,3588.00
1405,972.00,3060.00
1406,607.00,2313.00
1407,1119.00,3894.00
1408,1101.00,3864.00
1409,1076.00,3839.00
1410,1077.00,3876.00
1411,1070.00,3875.00
1412,780.00,2623.00
1414,0.00,10.00
1415,560.00,2360.00
1416,484.00,1499.00
1417,0.00,0.00
1418,1047.00,3952.00
1419,1084.00,4001.00
1420,1073.00,3998.00
1421,1019.00,3758.00
1433,76.00,261.00
1434,1183.00,3854.00
1435,1176.00,3833.00
1436,1104.00,3744.00
1437,1128.00,4047.00
1438,1145.00,3942.00
1439,1134.00,3743.00
1440,492.00,1679.00
1441,503.00,1988.00
1442,1100.00,3868.00
1443,1096.00,3869.00
1444,684.00,2247.00
1446,432.00,1819.00
1447,1088.00,3989.00
1448,1248.00,5017.00
1449,1161.00,4548.00
1450,1377.00,3653.00
1451,1192.00,3864.00
1452,1028.00,4370.00
1453,1014.00,4399.00
1454,992.00,4439.00
1455,971.00,4469.00
1456,972.00,4470.00
1457,1028.00,4465.00
1458,1028.00,4521.00
1459,683.00,3495.00
1460,798.00,6392.00
1461,950.00,6109.00
1462,958.00,4658.00
1463,972.00,4500.00
1464,949.00,4616.00
1465,944.00,4631.00
1466,944.00,4642.00
1467,937.00,4658.00
1468,929.00,4658.00
1469,919.00,4657.00
1470,926.00,4586.00
1471,921.00,4590.00
1472,924.00,4592.00
1473,919.00,4597.00
1474,916.00,4594.00
1475,914.00,4607.00
1476,912.00,4537.00
1477,909.00,4614.00
1478,907.00,4611.00
1479,904.00,4615.00
1480,897.00,4598.00
1481,896.00,4613.00
1482,892.00,4615.00
1483,887.00,4617.00
1484,882.00,4617.00
1485,877.00,4618.00
1486,877.00,4634.00
1487,873.00,4644.00
1488,872.00,4640.00
1489,871.00,4645.00
1490,866.00,4654.00
1491,866.00,4657.00
1492,736.00,4168.00
1493,855.00,4688.00
1494,760.00,4329.00
1495,842.00,4578.00
1496,850.00,4609.00
1497,850.00,4610.00
1498,855.00,4628.00
1499,856.00,4525.00
1500,855.00,4533.00
1501,855.00,4544.00
1502,806.00,4466.00
1503,968.00,4853.00
1504,807.00,4377.00
1505,855.00,4743.00
1506,938.00,4568.00
1507,880.00,4662.00
1508,871.00,4600.00
1509,845.00,4577.00
1510,839.00,4575.00
1511,834.00,4571.00
1512,829.00,4547.00
1513,837.00,4569.00
1514,834.00,4606.00
1515,833.00,4651.00
1516,830.00,4654.00
1517,827.00,4663.00
1518,820.00,4676.00
1519,818.00,4676.00
1520,831.00,4660.00
1521,831.00,4681.00
1522,826.00,4678.00
1523,836.00,4652.00
1524,832.00,4650.00
1525,827.00,4653.00
1526,825.00,4662.00
1527,822.00,4658.00
1528,812.00,4672.00
1529,811.00,4718.00
1530,809.00,4675.00
1531,821.00,4752.00
1532,821.00,4707.00
1533,816.00,4723.00
1534,814.00,4726.00
1535,814.00,4774.00
1536,811.00,4715.00
1537,806.00,4731.00
1538,414.00,2724.00
1539,707.00,4631.00
1540,739.00,4657.00
1541,752.00,4691.00
1542,755.00,4743.00
1543,751.00,4619.00
1544,756.00,4603.00
1545,758.00,4603.00
1546,760.00,4592.00
1547,716.00,4526.00
1548,722.00,4578.00
1549,722.00,4609.00
1550,720.00,4587.00
1551,719.00,4521.00
1552,728.00,4597.00
1553,728.00,4589.00
1554,728.00,4572.00
1555,726.00,4544.00
1556,724.00,4556.00
1557,726.00,4562.00
1558,726.00,4911.00
1559,727.00,5218.00
1560,746.00,4360.00
1561,746.00,4459.00
1562,466.00,3237.00
1563,692.00,4434.00
1564,711.00,4375.00
1565,716.00,4304.00
1566,723.00,4438.00
1567,730.00,4475.00
1568,736.00,4482.00
1569,739.00,4467.00
1570,735.00,4471.00
1571,735.00,4482.00
1572,735.00,4494.00
1573,734.00,4465.00
1574,730.00,4469.00
1575,729.00,4483.00
1576,727.00,4499.00
1577,730.00,4501.00
1578,746.00,4530.00
1579,744.00,4538.00
1580,743.00,4552.00
1581,746.00,4600.00
1582,736.00,4582.00
1583,742.00,4600.00
1584,632.00,4150.00
1585,715.00,4582.00
1586,724.00,4617.00
1587,730.00,4606.00
1588,732.00,4581.00
1589,731.00,4596.00
1590,732.00,4608.00
1591,376.00,2894.00
1592,640.00,4839.00
1593,672.00,4556.00
1594,685.00,4553.00
1595,690.00,4492.00
1596,693.00,4372.00
1597,693.00,4481.00
1598,646.00,4508.00
1599,649.00,4520.00
1600,652.00,4389.00
1601,652.00,4423.00
1602,657.00,4086.00
1603,671.00,4596.00
1604,671.00,4464.00
1605,670.00,4476.00
1606,671.00,4479.00
1607,670.00,4435.00
1608,672.00,4403.00
1609,671.00,4387.00
1610,688.00,4531.00
1611,686.00,4540.00
1612,686.00,4574.00
1613,688.00,4549.00
1614,691.00,4518.00
1615,690.00,4542.00
1616,689.00,4558.00
1617,690.00,4564.00
1618,690.00,4558.00
1619,690.00,4552.00
1620,691.00,4548.00
1621,689.00,4567.00
1622,689.00,4560.00
1623,688.00,4576.00
1624,689.00,4579.00
1625,690.00,4602.00
1626,688.00,4599.00
1627,687.00,4588.00
1628,685.00,4563.00
1629,683.00,4525.00
1630,685.00,4542.00
1631,699.00,4549.00
1632,703.00,4557.00
1633,700.00,4562.00
1634,699.00,4551.00
1635,698.00,4521.00
1636,694.00,4508.00
1637,691.00,4546.00
1638,696.00,4623.00
1639,697.00,4647.00
1640,697.00,4643.00
1641,694.00,4631.00
1642,698.00,4653.00
1643,702.00,4650.00
1644,698.00,4710.00
1645,633.00,-458.00
1647,0.00,0.00
1648,0.00,0.00
1649,0.00,0.00
1651,0.00,0.00
1652,0.00,0.00
1653,0.00,0.00
1654,0.00,0.00
1655,0.00,0.00
1656,0.00,0.00
1657,0.00,0.00
1658,0.00,0.00
1659,0.00,0.00
1660,0.00,0.00
1661,0.00,0.00
1662,0.00,0.00
1663,0.00,0.00
1664,0.00,0.00
1665,0.00,0.00
1666,0.00,0.00
1670,0.00,0.00
1674,0.00,0.00
1678,0.00,0.00
1679,0.00,0.00
1680,0.00,0.00
1682,0.00,0.00
1684,0.00,0.00
1686,0.00,0.00
1688,0.00,0.00
1689,0.00,0.00
1690,0.00,0.00
1692,193.00,638.00
1693,820.00,3875.00
1694,795.00,4243.00
1695,740.00,4500.00
1696,799.00,4584.00
1697,830.00,4596.00
1698,730.00,4604.00
1699,728.00,4621.00
1700,721.00,4637.00
1701,718.00,4627.00
1702,708.00,4618.00
1703,737.00,4629.00
1704,748.00,4750.00
1705,963.00,5523.00
1706,662.00,3918.00
1707,402.00,1077.00
1712,183.00,1372.00
1713,1058.00,5848.00
1714,1072.00,5965.00
1715,714.00,5005.00
1716,713.00,4807.00
1717,717.00,4811.00
1718,709.00,4811.00
1719,700.00,4735.00
1720,700.00,4673.00
1721,719.00,4749.00
1722,682.00,4562.00
1723,686.00,4525.00
1724,679.00,4526.00
1725,674.00,4531.00
1726,664.00,4356.00
1727,660.00,4351.00
1728,655.00,4367.00
1729,648.00,4305.00
1730,637.00,4331.00
1731,639.00,4394.00
1732,641.00,4438.00
1733,635.00,4474.00
1734,632.00,4520.00
1735,631.00,4566.00
1736,633.00,4570.00
1737,634.00,4564.00
1738,634.00,4557.00
1739,635.00,4576.00
1740,632.00,4567.00
1741,633.00,4471.00
1742,631.00,4558.00
1743,629.00,4576.00
1744,628.00,4579.00
1745,628.00,4534.00
1746,622.00,4530.00
1747,620.00,4521.00
1748,613.00,4490.00
1749,615.00,4518.00
1750,615.00,4532.00
1751,633.00,4502.00
1752,627.00,4558.00
1753,623.00,4560.00
1754,618.00,4514.00
1755,613.00,4567.00
1756,608.00,4522.00
1757,600.00,4451.00
1758,601.00,4462.00
1759,570.00,4398.00
1760,604.00,4595.00
1761,604.00,4613.00
1762,601.00,4644.00
1763,600.00,4688.00
1764,600.00,4660.00
1765,497.00,4093.00
1766,309.00,2360.00
1767,136.00,1504.00
1768,514.00,4490.00
1769,222.00,2071.00
1770,546.00,4585.00
1771,552.00,4567.00
1772,554.00,4531.00
1773,558.00,4520.00
1774,531.00,4497.00
1775,531.00,4507.00
1776,533.00,4552.00
1777,535.00,4471.00
1778,539.00,4466.00
1779,541.00,4434.00
1780,539.00,4407.00
1781,538.00,4397.00
1782,536.00,4402.00
1783,538.00,4357.00
1784,535.00,4402.00
1785,534.00,4456.00
1786,531.00,4464.00
1787,519.00,4416.00
1788,536.00,4399.00
1789,584.00,4587.00
1790,585.00,4560.00
1791,575.00,4533.00
1792,582.00,4594.00
1793,578.00,4676.00
1794,584.00,4698.00
1795,582.00,4672.00
1796,568.00,4629.00
1797,576.00,4642.00
1798,574.00,4673.00
1799,575.00,4530.00
1800,565.00,4543.00
1801,569.00,4568.00
1802,495.00,4100.00
1803,518.00,4279.00
1804,562.00,4566.00
1805,560.00,4598.00
1806,559.00,4596.00
1807,563.00,4351.00
1808,565.00,4394.00
1809,566.00,4456.00
1810,566.00,4394.00
1811,563.00,5003.00
1812,562.00,4382.00
1813,563.00,4369.00
1814,562.00,4358.00
1815,560.00,4383.00
1816,562.00,4372.00
1817,558.00,4343.00
1818,551.00,4388.00
1819,552.00,4369.00
1820,552.00,4364.00
1821,550.00,4349.00
1822,543.00,4484.00
1823,564.00,4543.00
1824,549.00,4561.00
1825,547.00,4571.00
1826,542.00,4575.00
1827,541.00,4563.00
1828,540.00,4537.00
1829,537.00,4563.00
1830,531.00,4547.00
1831,535.00,4558.00
1832,541.00,4589.00
1833,538.00,4461.00
1834,543.00,4554.00
1835,536.00,4541.00
1836,512.00,4450.00
1837,538.00,4586.00
1838,506.00,4493.00
1839,531.00,4608.00
1840,528.00,4542.00
1841,532.00,4544.00
1842,533.00,4532.00
1843,529.00,4552.00
1844,528.00,4560.00
1845,524.00,4614.00
1846,526.00,4563.00
1847,524.00,4580.00
1848,526.00,4575.00
1849,526.00,4452.00
1850,518.00,4382.00
1851,67.00,548.00
1854,96.00,1301.00
1855,246.00,3103.00
1857,0.00,0.00
1858,0.00,0.00
1859,0.00,0.00
1860,0.00,0.00
1861,0.00,0.00
1862,0.00,0.00
1863,0.00,0.00
1864,0.00,0.00
1865,0.00,0.00
1866,0.00,0.00
1867,0.00,0.00
1868,0.00,0.00
1869,137.00,1262.00
1870,493.00,4619.00
1871,515.00,4696.00
1872,257.00,2427.00
1873,275.00,2614.00
1874,540.00,4763.00
1875,534.00,4621.00
1876,495.00,4256.00
1878,0.00,0.00
1879,0.00,0.00
1880,64.00,713.00
1884,0.00,0.00
1885,124.00,1256.00
1886,554.00,4775.00
1887,572.00,4886.00
1888,591.00,4937.00
1889,606.00,4967.00
1890,608.00,4972.00
1891,490.00,4139.00
1892,618.00,4890.00
1893,617.00,4861.00
1894,610.00,4886.00
1895,613.00,4907.00
1896,608.00,4924.00
1897,601.00,4921.00
1898,594.00,4924.00
1899,583.00,4927.00
1900,575.00,4866.00
1901,568.00,4815.00
1902,563.00,4788.00
1903,570.00,4755.00
1904,549.00,4760.00
1905,578.00,4820.00
1906,566.00,4801.00
1907,566.00,4847.00
1908,566.00,4882.00
1909,565.00,4787.00
1910,567.00,4710.00
1911,564.00,4762.00
1912,562.00,4820.00
1913,559.00,4887.00
1914,560.00,4870.00
1915,558.00,4865.00
1916,558.00,4880.00
1917,554.00,4881.00
1918,554.00,4923.00
1919,292.00,2948.00
1920,398.00,4172.00
1921,520.00,4696.00
1922,391.00,3852.00
1923,522.00,4825.00
1924,530.00,4845.00
1925,534.00,5532.00
1926,538.00,5860.00
1927,542.00,4805.00
1928,533.00,4714.00
1929,532.00,4598.00
1930,525.00,4630.00
1931,526.00,4678.00
1932,525.00,4727.00
1933,526.00,4785.00
1934,511.00,4771.00
1935,535.00,4900.00
1936,536.00,4912.00
1937,536.00,4936.00
1938,538.00,4961.00
1939,539.00,4857.00
1940,528.00,4910.00
1941,487.00,4615.00
1942,488.00,4566.00
1943,523.00,4758.00
1944,517.00,4784.00
1945,401.00,3850.00
1946,412.00,4242.00
1947,494.00,4839.00
1948,500.00,4712.00
1949,508.00,4710.00
1950,511.00,4719.00
1951,511.00,4777.00
1952,517.00,4747.00
1953,526.00,4792.00
1954,527.00,4843.00
1955,528.00,4826.00
1956,526.00,4868.00
1957,473.00,4370.00
1958,0.00,0.00
1959,0.00,0.00
1962,178.00,2180.00
1963,0.00,0.00
1964,145.00,1920.00
1965,493.00,4916.00
1966,495.00,4863.00
1967,506.00,4849.00
1968,518.00,4869.00
1969,519.00,4955.00
1970,525.00,5170.00
1971,535.00,5396.00
1972,38.00,440.00
1973,141.00,1642.00
1974,511.00,4942.00
1975,484.00,4710.00
1976,520.00,5077.00
1977,404.00,4029.00
1978,523.00,4793.00
1979,516.00,4713.00
1980,518.00,4617.00
1981,582.00,4986.00
1982,575.00,4876.00
1983,573.00,4768.00
1984,572.00,4900.00
1985,568.00,5019.00
1986,569.00,5223.00
1987,567.00,5278.00
1988,31.00,402.00
1989,0.00,0.00
1990,6.00,64.00
1991,216.00,2749.00
1992,217.00,2187.00
1993,437.00,4417.00
1994,15.00,215.00
1995,66.00,792.00
1996,548.00,5508.00
1997,59.00,588.00
1998,0.00,0.00
1999,0.00,0.00
2000,313.00,3292.00
2001,521.00,5309.00
2002,534.00,5344.00
2003,540.00,5363.00
2004,548.00,5376.00
2005,544.00,5414.00
2006,539.00,5401.00
2007,540.00,5406.00
2008,532.00,5356.00
2009,527.00,5370.00
2010,532.00,5346.00
2011,534.00,5315.00
2012,530.00,5328.00
2013,540.00,5340.00
2014,532.00,5366.00
2015,534.00,5358.00
2016,553.00,5331.00
2017,545.00,5337.00
2018,534.00,5176.00
2019,528.00,5377.00
2020,530.00,5169.00
2021,528.00,5321.00
2022,526.00,5314.00
2023,522.00,5315.00
2024,565.00,5314.00
2025,488.00,5563.00
2026,490.00,5332.00
2027,497.00,5402.00
2028,501.00,5360.00
2029,501.00,5267.00
2030,520.00,5232.00
2031,525.00,5153.00
2032,528.00,5382.00
2033,414.00,4427.00
2034,260.00,3144.00
2035,259.00,3161.00
2036,257.00,3152.00
2037,259.00,3148.00
2038,254.00,3140.00
2039,250.00,3126.00
2040,205.00,2463.00
2041,0.00,0.00
2042,38.00,1016.00
2043,435.00,5272.00
2044,397.00,4185.00
2045,494.00,4949.00
2046,198.00,2037.00
2048,185.00,2546.00
2049,124.00,1218.00
2050,383.00,4466.00
2051,493.00,4988.00
2052,408.00,4743.00
2053,410.00,4743.00
2054,412.00,4757.00
2055,64.00,841.00
2056,206.00,2455.00
2057,367.00,4916.00
2058,376.00,4754.00
2059,376.00,5740.00
2060,295.00,5185.00
2061,293.00,4822.00
2062,293.00,4702.00
2063,297.00,4761.00
2064,299.00,4669.00
2065,298.00,4865.00
2066,295.00,4846.00
2067,292.00,4698.00
2068,293.00,4753.00
2069,163.00,2536.00
2070,100.00,1967.00
2071,279.00,4870.00
2072,279.00,4740.00
2073,281.00,4738.00
2074,283.00,4784.00
2075,288.00,4838.00
2076,285.00,4846.00
2077,283.00,4818.00
2078,288.00,4800.00
2079,282.00,4802.00
2080,286.00,4814.00
2081,286.00,4823.00
2082,287.00,4823.00
2083,286.00,4779.00
2084,285.00,4801.00
2085,281.00,4799.00
2086,141.00,1914.00
2087,181.00,2808.00
2088,153.00,2416.00
2089,277.00,4780.00
2090,281.00,4715.00
2091,289.00,5262.00
2092,204.00,3615.00
2093,57.00,1182.00
2094,0.00,0.00
2095,0.00,0.00
2096,149.00,3400.00
2097,260.00,4554.00
2098,257.00,4515.00
2099,256.00,4582.00
2100,229.00,4145.00
2101,273.00,4591.00
2102,271.00,4572.00
2103,275.00,4514.00
2104,277.00,4434.00
2105,280.00,4431.00
2106,272.00,4408.00
2107,272.00,4387.00
2108,267.00,4436.00
2109,274.00,4386.00
2110,274.00,4518.00
2111,278.00,4660.00
2112,274.00,4670.00
2113,272.00,4693.00
2114,272.00,4699.00
2115,273.00,4698.00
2116,272.00,4841.00
2117,272.00,4676.00
2118,270.00,4692.00
2119,271.00,4718.00
2120,272.00,4680.00
2121,281.00,4899.00
2122,281.00,4560.00
2123,272.00,4565.00
2124,265.00,4323.00
2125,107.00,2330.00
2126,252.00,4449.00
2127,265.00,4465.00
2128,105.00,1773.00
2129,154.00,3921.00
2130,0.00,0.00
2131,209.00,4667.00
2132,136.00,2923.00
2133,215.00,4195.00
2134,209.00,4106.00
2135,254.00,4686.00
2136,284.00,4583.00
2137,275.00,4615.00
2138,275.00,4621.00
2139,152.00,3042.00
2140,260.00,4638.00
2141,276.00,4647.00
2142,275.00,4681.00
2143,274.00,4794.00
2144,283.00,4670.00
2145,241.00,4038.00
2146,155.00,3023.00
2147,268.00,4610.00
2148,274.00,4663.00
2149,273.00,4646.00
2150,239.00,4048.00
2151,276.00,4858.00
2152,275.00,4750.00
2153,233.00,4095.00
2154,171.00,2697.00
2155,51.00,1406.00
2156,260.00,4813.00
2157,270.00,4513.00
2158,282.00,4660.00
2159,275.00,4593.00
2160,276.00,4591.00
2161,275.00,4511.00
2162,273.00,4399.00
2163,276.00,4539.00
2164,269.00,4679.00
2165,214.00,3756.00
2166,204.00,3384.00
2167,270.00,4524.00
2168,83.00,1613.00
2169,0.00,0.00
2170,0.00,0.00
2171,0.00,0.00
2172,0.00,0.00
2173,0.00,0.00
2174,24.00,472.00
2175,112.00,1981.00
2176,146.00,3150.00
2177,153.00,3033.00
2178,71.00,1389.00
2179,4.00,55.00
2181,254.00,4570.00
2182,242.00,4845.00
2183,249.00,4896.00
2184,250.00,4815.00
2185,249.00,4817.00
2186,250.00,4783.00
2187,130.00,1844.00
2189,37.00,412.00
2190,246.00,4569.00
2191,26.00,563.00
2192,0.00,0.00
2193,227.00,4427.00
2194,261.00,4703.00
2195,266.00,4792.00
2196,219.00,3989.00
2197,266.00,4788.00
2198,270.00,4822.00
2199,188.00,3441.00
2200,267.00,4947.00
2201,273.00,4777.00
2202,276.00,4890.00
2203,280.00,5003.00
2204,275.00,4911.00
2205,276.00,4655.00
2206,269.00,4638.00
2207,269.00,4673.00
2208,267.00,4652.00
2209,270.00,4646.00
2210,263.00,4665.00
2211,263.00,4674.00
2212,270.00,4652.00
2213,265.00,4825.00
2214,267.00,4544.00
2215,268.00,4546.00
2216,261.00,4574.00
2217,259.00,4569.00
2218,260.00,4576.00
2219,258.00,4625.00
2220,256.00,4627.00
2221,254.00,4588.00
2222,255.00,5231.00
2223,253.00,4748.00
2224,254.00,4822.00
2225,251.00,4915.00
2226,253.00,4922.00
2227,250.00,4829.00
2228,204.00,3734.00
2229,241.00,4399.00
2230,252.00,4637.00
2231,156.00,2594.00
2232,221.00,4557.00
2233,89.00,1609.00
2234,48.00,1664.00
2235,269.00,4770.00
2236,90.00,2270.00
2237,21.00,493.00
2238,104.00,2382.00
2239,234.00,4564.00
2240,248.00,4745.00
2241,247.00,4765.00
2242,247.00,4784.00
2243,248.00,4806.00
2244,207.00,5325.00
2245,210.00,5367.00
2246,171.00,4143.00
2247,12.00,352.00
2248,199.00,5154.00
2249,209.00,5151.00
2250,202.00,4901.00
2251,214.00,5169.00
2252,213.00,5162.00
2253,211.00,5204.00
2254,215.00,5223.00
2255,211.00,5227.00
2256,210.00,5228.00
2257,213.00,5223.00
2258,211.00,5232.00
2259,211.00,5244.00
2260,210.00,5240.00
2261,169.00,3905.00
2262,138.00,2987.00
2263,151.00,3479.00
2264,201.00,4341.00
2265,163.00,4135.00
2266,174.00,4420.00
2267,213.00,5264.00
2268,213.00,5235.00
2269,202.00,5238.00
2270,197.00,5240.00
2271,194.00,5229.00
2272,193.00,5205.00
2273,193.00,5244.00
2274,191.00,5245.00
2275,200.00,5365.00
2276,197.00,5373.00
2277,196.00,5338.00
2278,106.00,3336.00
2279,0.00,0.00
2280,0.00,0.00
2281,94.00,2678.00
2282,176.00,4737.00
2283,178.00,4629.00
2284,180.00,4497.00
2285,64.00,1832.00
2286,0.00,0.00
2287,0.00,0.00
2288,0.00,0.00
2289,0.00,0.00
2290,0.00,0.00
2291,0.00,0.00
2292,0.00,0.00
2293,0.00,0.00
2294,0.00,0.00
2295,1.00,43.00
2296,144.00,4260.00
2297,165.00,5206.00
2298,189.00,5081.00
2299,190.00,5093.00
2300,191.00,5139.00
2301,195.00,5219.00
2302,196.00,5262.00
2303,194.00,4741.00
2304,195.00,5339.00
2305,193.00,5294.00
2306,204.00,5303.00
2307,204.00,5294.00
2308,206.00,5293.00
2309,206.00,5272.00
2310,232.00,5310.00
2311,205.00,5226.00
2312,206.00,5046.00
2313,205.00,5049.00
2314,194.00,5042.00
2315,190.00,4978.00
2316,191.00,4978.00
2317,193.00,4959.00
2318,188.00,4942.00
2319,187.00,4990.00
2320,186.00,5179.00
2321,186.00,4994.00
2322,184.00,4933.00
2323,182.00,5046.00
2324,179.00,5011.00
2325,188.00,5239.00
2326,197.00,5264.00
2327,121.00,3256.00
2328,174.00,4773.00
2329,187.00,5639.00
2330,187.00,5197.00
2331,192.00,5188.00
2332,187.00,5068.00
2333,187.00,5062.00
2334,187.00,5070.00
2335,186.00,5083.00
2336,185.00,5103.00
2337,185.00,5120.00
2338,188.00,5033.00
2339,190.00,5011.00
2340,189.00,5008.00
2341,192.00,4894.00
2342,192.00,5824.00
2343,189.00,4631.00
2344,188.00,4585.00
2345,186.00,4772.00
2346,189.00,4775.00
2347,188.00,4782.00
2348,188.00,4769.00
2349,186.00,4761.00
2350,186.00,4760.00
2351,192.00,4472.00
2352,191.00,4895.00
2353,190.00,4783.00
2354,188.00,4727.00
2355,191.00,4625.00
2356,189.00,4632.00
2357,186.00,4969.00
2358,189.00,5200.00
2359,188.00,5310.00
2360,186.00,5287.00
2361,154.00,4041.00
2362,182.00,5264.00
2363,184.00,5294.00
2364,185.00,5295.00
2365,184.00,5176.00
2366,187.00,5094.00
2367,180.00,5071.00
2368,180.00,5053.00
2369,175.00,5123.00
2370,173.00,5182.00
2371,170.00,5209.00
2372,170.00,5281.00
2373,176.00,5286.00
2374,175.00,5255.00
2375,175.00,5273.00
2376,175.00,5264.00
2377,176.00,5254.00
2378,175.00,5222.00
2379,175.00,5238.00
2380,174.00,5246.00
2381,10.00,383.00
2382,0.00,0.00
2383,0.00,0.00
2384,0.00,0.00
2385,0.00,0.00
2386,0.00,0.00
2387,109.00,4285.00
2388,187.00,4948.00
2389,185.00,4601.00
2390,190.00,4558.00
2391,194.00,4648.00
2392,190.00,4593.00
2393,194.00,4798.00
2394,190.00,5149.00
2395,211.00,5044.00
2396,188.00,4824.00
2397,176.00,5130.00
2398,173.00,4963.00
2399,174.00,5049.00
2400,172.00,5018.00
2401,171.00,5030.00
2402,171.00,4984.00
2403,171.00,4953.00
2404,168.00,5175.00
2405,174.00,5168.00
2406,173.00,5204.00
2407,171.00,5129.00
2408,175.00,5112.00
2409,173.00,5107.00
2410,174.00,5167.00
2411,174.00,5250.00
2412,173.00,5241.00
2413,178.00,5248.00
2414,174.00,5273.00
2415,174.00,5350.00
2416,174.00,5331.00
2417,174.00,5397.00
2418,174.00,5398.00
2419,174.00,5372.00
2420,173.00,5387.00
2421,172.00,5347.00
2422,9.00,319.00
2423,137.00,4258.00
2424,166.00,5371.00
2425,176.00,5310.00
2426,160.00,5166.00
2427,168.00,5233.00
2428,166.00,5300.00
2429,165.00,5277.00
2430,166.00,5073.00
2431,164.00,5170.00
2432,177.00,5160.00
2433,180.00,4924.00
2434,177.00,4914.00
2435,177.00,4912.00
2436,175.00,5068.00
2437,175.00,5096.00
2438,175.00,5033.00
2439,174.00,4948.00
2440,174.00,4930.00
2441,175.00,4926.00
2442,175.00,4916.00
2443,174.00,4908.00
2444,177.00,4896.00
2445,176.00,4986.00
2446,176.00,4905.00
2447,177.00,4948.00
2448,179.00,4972.00
2449,187.00,5004.00
2450,179.00,4957.00
2451,179.00,4888.00
2452,160.00,4452.00
2453,177.00,4883.00
2454,179.00,4837.00
2455,177.00,4803.00
2456,180.00,4895.00
2457,190.00,4758.00
2458,188.00,4786.00
2459,185.00,4786.00
2460,185.00,4783.00
2461,190.00,4772.00
2462,189.00,5064.00
2463,188.00,5127.00
2464,179.00,4988.00
2465,186.00,5103.00
